Hemisphere|Location|Month|Months|Name|Price|Size|Time|Type|index|level_0|url
Southern Hemisphere|River|1.0|[1, 2, 3, 12]|Saddled bichir|4,000|Medium-large|9pm - 4am|Fish|62|1520.0|https://static.wikia.nocookie.net/animalcrossing/images/a/a0/NH-Icon-saddledbichir.png
Northern Hemisphere|River|6.0|[6, 7, 8, 9]|Saddled bichir|4,000|Medium-large|9pm - 4am|Fish|472|1523.0|https://static.wikia.nocookie.net/animalcrossing/images/a/a0/NH-Icon-saddledbichir.png
Southern Hemisphere|River (Mouth)|3.0|[3]|Salmon|700|Medium-large|All day|Fish|236|1528.0|https://static.wikia.nocookie.net/animalcrossing/images/f/fb/NH-Icon-salmon.png
Northern Hemisphere|River (Mouth)|9.0|[9]|Salmon|700|Medium-large|All day|Fish|728|1529.0|https://static.wikia.nocookie.net/animalcrossing/images/f/fb/NH-Icon-salmon.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 12]|Saw shark|12,000|Huge with fin|4pm - 9am|Fish|82|1530.0|https://static.wikia.nocookie.net/animalcrossing/images/7/73/NH-Icon-sawshark.png
Northern Hemisphere|Sea|6.0|[6, 7, 8, 9]|Saw shark|12,000|Huge with fin|4pm - 9am|Fish|488|1533.0|https://static.wikia.nocookie.net/animalcrossing/images/7/73/NH-Icon-sawshark.png
Southern Hemisphere|On trees|1.0|[1, 2]|Saw stag|2,000||All day|Bug|1112|1538.0|https://static.wikia.nocookie.net/animalcrossing/images/4/48/NH-Icon-sawstag.png
Northern Hemisphere|On trees|7.0|[7, 8]|Saw stag|2,000||All day|Bug|1543|1540.0|https://static.wikia.nocookie.net/animalcrossing/images/4/48/NH-Icon-sawstag.png
Southern Hemisphere|On trees|1.0|[1, 2]|Scarab beetle|10,000||11pm - 8am|Bug|1109|1542.0|https://static.wikia.nocookie.net/animalcrossing/images/4/4c/NH-Icon-scarabbeetle.png
Northern Hemisphere|On trees|7.0|[7, 8]|Scarab beetle|10,000||11pm - 8am|Bug|1540|1544.0|https://static.wikia.nocookie.net/animalcrossing/images/4/4c/NH-Icon-scarabbeetle.png
Southern Hemisphere|On the ground|1.0|[1, 2, 3, 4, 11, 12]|Scorpion|8,000||7pm - 4am|Bug|1134|1546.0|https://static.wikia.nocookie.net/animalcrossing/images/3/34/NH-Icon-scorpion.png
Northern Hemisphere|On the ground|5.0|[5, 6, 7, 8, 9, 10]|Scorpion|8,000||7pm - 4am|Bug|1409|1550.0|https://static.wikia.nocookie.net/animalcrossing/images/3/34/NH-Icon-scorpion.png
Northern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Sea bass|400|Large|All day|Fish|20|1558.0|https://static.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-seabass.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Sea bass|400|Large|All day|Fish|73|1559.0|https://static.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-seabass.png
Northern Hemisphere|Sea|1.0|[1, 2, 3, 12]|Sea butterfly|1,000|Tiny|All day|Fish|16|1582.0|https://static.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Icon-seabutterfly.png
Southern Hemisphere|Sea|6.0|[6, 7, 8, 9]|Sea butterfly|1,000|Tiny|All day|Fish|512|1585.0|https://static.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Icon-seabutterfly.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 10, 11, 12]|Sea horse|1,100|Tiny|All day|Fish|63|1590.0|https://static.wikia.nocookie.net/animalcrossing/images/5/55/NH-Icon-seahorse.png
Northern Hemisphere|Sea|4.0|[4, 5, 6, 7, 8, 9, 10, 11]|Sea horse|1100|Tiny|All day|Fish|299|1593.0|https://static.wikia.nocookie.net/animalcrossing/images/5/55/NH-Icon-seahorse.png
Northern Hemisphere|On rocks and bushes during rain|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Snail|250||All day|Bug|1069|1606.0|https://static.wikia.nocookie.net/animalcrossing/images/b/b1/NH-Icon-snail.png
Southern Hemisphere|On rocks and bushes during rain|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Snail|250||All day|Bug|1132|1607.0|https://static.wikia.nocookie.net/animalcrossing/images/b/b1/NH-Icon-snail.png
Southern Hemisphere|River|1.0|[1, 2, 3, 4, 10, 11, 12]|Snapping Turtle|5,000|Large|9pm - 4am|Fish|41|1630.0|https://static.wikia.nocookie.net/animalcrossing/images/2/24/NH-Icon-snappingturtle.png
Northern Hemisphere|River|4.0|[4, 5, 6, 7, 8, 9, 10]|Snapping Turtle|5000|Large|9pm - 4am|Fish|288|1633.0|https://static.wikia.nocookie.net/animalcrossing/images/2/24/NH-Icon-snappingturtle.png
Southern Hemisphere|River|2.0|[2, 3]|Soft-shelled turtle|3,750|Medium-large|4pm - 9am|Fish|130|1644.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c3/NH-Icon-softshelledturtle.png
Northern Hemisphere|River|8.0|[8, 9]|Soft-shelled turtle|3,750|Large|4pm - 9am|Fish|626|1646.0|https://static.wikia.nocookie.net/animalcrossing/images/c/c3/NH-Icon-softshelledturtle.png
Northern Hemisphere|Shaking trees|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Spider|480||7pm - 8am|Bug|1072|1648.0|https://static.wikia.nocookie.net/animalcrossing/images/2/26/NH-Icon-spider.png
Southern Hemisphere|Shaking trees|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Spider|480||7pm - 8am|Bug|1133|1649.0|https://static.wikia.nocookie.net/animalcrossing/images/2/26/NH-Icon-spider.png
Northern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 12]|Squid|500|Medium-small|All day|Fish|24|1672.0|https://static.wikia.nocookie.net/animalcrossing/images/3/3b/NH-Icon-squid.png
Southern Hemisphere|Sea|1.0|[1, 2, 6, 7, 8, 9, 10, 11, 12]|Squid|500|Medium-small|All day|Fish|76|1673.0|https://static.wikia.nocookie.net/animalcrossing/images/3/3b/NH-Icon-squid.png
Southern Hemisphere|On flowers|1.0|[1, 2, 3, 4, 9, 10, 11, 12]|Stinkbug|120||All day|Bug|1101|1690.0|https://static.wikia.nocookie.net/animalcrossing/images/8/80/NH-Icon-stinkbug.png
Northern Hemisphere|On flowers|3.0|[3, 4, 5, 6, 7, 8, 9, 10]|Stinkbug|120||All day|Bug|1231|1692.0|https://static.wikia.nocookie.net/animalcrossing/images/8/80/NH-Icon-stinkbug.png
Northern Hemisphere|River (Clifftop)|1.0|[1, 2, 3, 12]|Stringfish|15,000|Large|4pm - 9am|Fish|14|1706.0|https://static.wikia.nocookie.net/animalcrossing/images/7/7b/NH-Icon-stringfish.png
Southern Hemisphere|River (Clifftop)|6.0|[6, 7, 8, 9]|Stringfish|15,000|Large|4pm - 9am|Fish|510|1709.0|https://static.wikia.nocookie.net/animalcrossing/images/7/7b/NH-Icon-stringfish.png
Northern Hemisphere|River (Mouth)|1.0|[1, 2, 3, 9, 10, 11, 12]|Sturgeon|10,000|Huge|All day|Fish|15|1714.0|https://static.wikia.nocookie.net/animalcrossing/images/9/98/NH-Icon-sturgeon.png
Southern Hemisphere|River (Mouth)|3.0|[3, 4, 5, 6, 7, 8, 9]|Sturgeon|10,000|Huge|All day|Fish|251|1717.0|https://static.wikia.nocookie.net/animalcrossing/images/9/98/NH-Icon-sturgeon.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 12]|Suckerfish|1,500|Medium with fin|All day|Fish|86|1728.0|https://static.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Icon-suckerfish.png
Northern Hemisphere|Sea|6.0|[6, 7, 8, 9]|Suckerfish|1,500|Medium with fin|All day|Fish|492|1731.0|https://static.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Icon-suckerfish.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 10, 11, 12]|Surgeonfish|1,000|Small|All day|Fish|65|1736.0|https://static.wikia.nocookie.net/animalcrossing/images/1/11/NH-Icon-surgeonfish.png
Northern Hemisphere|Sea|4.0|[4, 5, 6, 7, 8, 9]|Surgeonfish|1000|Small|All day|Fish|301|1739.0|https://static.wikia.nocookie.net/animalcrossing/images/1/11/NH-Icon-surgeonfish.png
Southern Hemisphere|River|1.0|[1, 2, 3]|Sweetfish|900|Medium-small|All day|Fish|50|1748.0|https://static.wikia.nocookie.net/animalcrossing/images/4/40/NH-Icon-sweetfish.png
Northern Hemisphere|River|7.0|[7, 8, 9]|Sweetfish|900|Medium-small|All day|Fish|546|1751.0|https://static.wikia.nocookie.net/animalcrossing/images/4/40/NH-Icon-sweetfish.png
Southern Hemisphere|Pond|1.0|[1, 9, 10, 11, 12]|Tadpole|100|Tiny|All day|Fish|42|1754.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-tadpole.png
Northern Hemisphere|Pond|3.0|[3, 4, 5, 6, 7]|Tadpole|100|Tiny|All day|Fish|189|1755.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-tadpole.png
Northern Hemisphere|On the ground|1.0|[1, 2, 3, 4, 11, 12]|Tarantula|8,000||7pm - 4am|Bug|1073|1764.0|https://static.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Icon-tarantula.png
Southern Hemisphere|On the ground|5.0|[5, 6, 7, 8, 9, 10]|Tarantula|8,000||7pm - 4am|Bug|1436|1768.0|https://static.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Icon-tarantula.png
Southern Hemisphere|On the ground|1.0|[1, 2, 3, 4, 8, 9, 10, 11, 12]|Tiger beetle|1,500||All day|Bug|1103|1776.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e3/NH-Icon-tigerbeetle.png
Northern Hemisphere|On the ground|2.0|[2, 3, 4, 5, 6, 7, 8, 9, 10]|Tiger beetle|1,500||All day|Bug|1143|1777.0|https://static.wikia.nocookie.net/animalcrossing/images/e/e3/NH-Icon-tigerbeetle.png
Southern Hemisphere|Flying|1.0|[1, 2, 3, 9, 10, 11, 12]|Tiger butterfly|240||4am - 7pm|Bug|1074|1794.0|https://static.wikia.nocookie.net/animalcrossing/images/6/65/NH-Icon-tigerbutterfly.png
Northern Hemisphere|Flying|3.0|[3, 4, 5, 6, 7, 8, 9]|Tiger butterfly|240||4am - 7pm|Bug|1221|1796.0|https://static.wikia.nocookie.net/animalcrossing/images/6/65/NH-Icon-tigerbutterfly.png
Southern Hemisphere|River|1.0|[1, 2, 3, 4, 12]|Tilapia|800|Medium-small|All day|Fish|49|1808.0|https://static.wikia.nocookie.net/animalcrossing/images/5/53/NH-Icon-tilapia.png
Northern Hemisphere|River|6.0|[6, 7, 8, 9, 10]|Tilapia|800|Medium-small|All day|Fish|458|1812.0|https://static.wikia.nocookie.net/animalcrossing/images/5/53/NH-Icon-tilapia.png
Northern Hemisphere|Pier|1.0|[1, 2, 3, 4, 11, 12]|Tuna|7,000|Huge|All day|Fish|25|1818.0|https://static.wikia.nocookie.net/animalcrossing/images/5/50/NH-Icon-tuna.png
Southern Hemisphere|Pier|5.0|[5, 6, 7, 8, 9, 10]|Tuna|7,000|Huge|All day|Fish|434|1822.0|https://static.wikia.nocookie.net/animalcrossing/images/5/50/NH-Icon-tuna.png
Southern Hemisphere|On tree stumps|3.0|[3, 4, 5, 11, 12]|Violin beetle|450||All day|Bug|1277|1830.0|https://static.wikia.nocookie.net/animalcrossing/images/6/6a/NH-Icon-violinbeetle.png
Northern Hemisphere|On tree stumps|5.0|[5, 6, 9, 10, 11]|Violin beetle|450||All day|Bug|1396|1832.0|https://static.wikia.nocookie.net/animalcrossing/images/6/6a/NH-Icon-violinbeetle.png
Southern Hemisphere|On trees|2.0|[2, 3]|Walker cicada|400||8am - 5pm|Bug|1177|1840.0|https://static.wikia.nocookie.net/animalcrossing/images/e/ec/NH-Icon-walkercicada.png
Northern Hemisphere|On trees|8.0|[8, 9]|Walker cicada|400||8am - 5pm|Bug|1607|1842.0|https://static.wikia.nocookie.net/animalcrossing/images/e/ec/NH-Icon-walkercicada.png
Southern Hemisphere|Disguised as leaves|1.0|[1, 2, 3]|Walking leaf|600||All day|Bug|1124|1844.0|https://static.wikia.nocookie.net/animalcrossing/images/c/cb/NH-Icon-walkingleaf.png
Northern Hemisphere|Disguised as leaves|7.0|[7, 8, 9]|Walking leaf|600||All day|Bug|1555|1847.0|https://static.wikia.nocookie.net/animalcrossing/images/c/cb/NH-Icon-walkingleaf.png
Southern Hemisphere|On trees|1.0|[1, 2, 3, 4, 5]|Walking stick|600||4am - 8am & 5pm - 7pm|Bug|1123|1850.0|https://static.wikia.nocookie.net/animalcrossing/images/6/62/NH-Icon-walkingstick.png
Northern Hemisphere|On trees|7.0|[7, 8, 9, 10, 11]|Walking stick|600||4am - 8am & 5pm - 7pm|Bug|1554|1855.0|https://static.wikia.nocookie.net/animalcrossing/images/6/62/NH-Icon-walkingstick.png
Northern Hemisphere|Shaking trees|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Wasp|2,500||All day|Bug|1059|1860.0|https://static.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-wasp.png
Southern Hemisphere|Shaking trees|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Wasp|2,500||All day|Bug|1090|1861.0|https://static.wikia.nocookie.net/animalcrossing/images/9/9e/NH-Icon-wasp.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 12]|Whale shark|13,000|Huge with fin|All day|Fish|85|1884.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-whaleshark.png
Northern Hemisphere|Sea|6.0|[6, 7, 8, 9]|Whale shark|13,000|Huge with fin|All day|Fish|491|1887.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-whaleshark.png
Northern Hemisphere|On rocks at the beach|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Wharf roach|200||All day|Bug|1067|1892.0|https://static.wikia.nocookie.net/animalcrossing/images/5/5d/NH-Icon-wharfroach.png
Southern Hemisphere|On rocks at the beach|1.0|[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Wharf roach|200||All day|Bug|1128|1893.0|https://static.wikia.nocookie.net/animalcrossing/images/5/5d/NH-Icon-wharfroach.png
Northern Hemisphere|Flying|3.0|[3, 4, 5, 6, 9, 10]|Yellow butterfly|160||4am - 7pm|Bug|1220|1916.0|https://static.wikia.nocookie.net/animalcrossing/images/f/fa/NH-Icon-yellowbutterfly.png
Southern Hemisphere|Flying|3.0|[3, 4, 9, 10, 11, 12]|Yellow butterfly|160||4am - 7pm|Bug|1247|1917.0|https://static.wikia.nocookie.net/animalcrossing/images/f/fa/NH-Icon-yellowbutterfly.png
Northern Hemisphere|River|1.0|[1, 2, 3, 10, 11, 12]|Yellow perch|300|Medium-small|All day|Fish|11|1928.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1d/NH-Icon-yellowperch.png
Southern Hemisphere|River|4.0|[4, 5, 6, 7, 8, 9]|Yellow perch|300|Medium-small|All day|Fish|329|1931.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1d/NH-Icon-yellowperch.png
Southern Hemisphere|Sea|1.0|[1, 2, 3, 4, 5, 10, 11, 12]|Zebra turkeyfish|500|Medium-small|All day|Fish|68|1940.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-zebraturkeyfish.png
Northern Hemisphere|Sea|4.0|[4, 5, 6, 7, 8, 9, 10, 11]|Zebra turkeyfish|500|Medium-small|All day|Fish|303|1943.0|https://static.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Icon-zebraturkeyfish.png
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 10, 11, 12]|Seaweed|600|Large|All Day|Deep Sea Creature|322||https://vignette.wikia.nocookie.net/animalcrossing/images/8/82/NH-Icon-seaweed.png/revision/latest/scale-to-width-down/64?cb=20200703072917
Northern Hemisphere|||[6, 7, 8, 9]|Sea Grapes|900|Medium|All Day|Deep Sea Creature|323||https://vignette.wikia.nocookie.net/animalcrossing/images/5/51/NH-Icon-seagrapes.png/revision/latest?cb=20200703072938
Northern Hemisphere|||[1, 2, 3, 4, 11, 12]|Sea cucumber|500|Medium|All Day|Deep Sea Creature|324||https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Icon-seacucumber.png/revision/latest?cb=20200703072949
Northern Hemisphere|||[1, 2, 11, 12]|Sea Pig|8000|Medium|4pm - 9am|Deep Sea Creature|325||https://vignette.wikia.nocookie.net/animalcrossing/images/3/39/NH-Icon-seapig.png/revision/latest?cb=20200703072957
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Sea Star|500|Medium|All Day|Deep Sea Creature|326||https://vignette.wikia.nocookie.net/animalcrossing/images/9/92/NH-Icon-seastar.png/revision/latest?cb=20200703073005
Northern Hemisphere|||[5, 6, 7, 8, 9]|Sea Urchin|1700|Medium|All Day|Deep Sea Creature|327||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d6/NH-Icon-seaurchin.png/revision/latest?cb=20200703073015
Northern Hemisphere|||[5, 6, 7, 8, 9]|Slate Pencil Urchin|2000|Large|4pm - 9am|Deep Sea Creature|328||https://vignette.wikia.nocookie.net/animalcrossing/images/c/cd/NH-Icon-slatepencilurchin.png/revision/latest?cb=20200703073024
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Sea anemone|600|Large|All Day|Deep Sea Creature|329||https://vignette.wikia.nocookie.net/animalcrossing/images/b/b4/NH-Icon-seaanemone.png/revision/latest?cb=20200703073043
Northern Hemisphere|||[7, 8, 9]|Moon jellyfish|600|Small|All Day|Deep Sea Creature|330||https://vignette.wikia.nocookie.net/animalcrossing/images/b/b2/NH-Icon-moonjellyfish.png/revision/latest?cb=20200703073049
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Sea slug|600|Small|All Day|Deep Sea Creature|331||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/NH-Icon-seaslug.png/revision/latest?cb=20200703073056
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Pearl oyster|2800|Medium|All Day|Deep Sea Creature|332||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d8/NH-Icon-pearloyster.png/revision/latest?cb=20200703073103
Northern Hemisphere|||[6, 7, 8, 9, 10, 11, 12]|Mussel|1500|Small|All Day|Deep Sea Creature|333||https://vignette.wikia.nocookie.net/animalcrossing/images/4/49/NH-Icon-mussel.png/revision/latest?cb=20200703073123
Northern Hemisphere|||[1, 2, 9, 10, 11, 12]|Oyster|2000|?|All Day|Deep Sea Creature|334||https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Icon-oyster.png/revision/latest?cb=20200703073146
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Scallop|1200|Large|All Day|Deep Sea Creature|335||https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/NH-Icon-scallop.png/revision/latest?cb=20200703073131
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Whelk|1000|Medium|All Day|Deep Sea Creature|336||https://vignette.wikia.nocookie.net/animalcrossing/images/5/51/NH-Icon-whelk.png/revision/latest?cb=20200703073139
Northern Hemisphere|||[3, 4, 5, 9, 10, 11, 12]|Turban shell|800|Medium|All Day|Deep Sea Creature|337||https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Icon-turbanshell.png/revision/latest?cb=20200703073206
Northern Hemisphere|||[1, 6, 7, 8, 9, 10, 11, 12]|Abalone|2000|Big|4pm - 9am|Deep Sea Creature|338||https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/NH-Icon-abalone.png/revision/latest?cb=20200703073152
Northern Hemisphere|||[5, 6, 7, 8, 9]|Gigas Giant Clam|15000|Large|All Day|Deep Sea Creature|339||https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/NH-Icon-gigasgiantclam.png/revision/latest?cb=20200703073847
Northern Hemisphere|||[3, 4, 5, 6, 9, 10, 11]|Chambered nautilus|1440|Large|4pm - 9am|Deep Sea Creature|340||https://vignette.wikia.nocookie.net/animalcrossing/images/a/ab/NH-Icon-chamberednautilus.png/revision/latest?cb=20200703073241
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Octopus|1200|Large|All Day|Deep Sea Creature|341||https://vignette.wikia.nocookie.net/animalcrossing/images/4/4e/NH-Icon-octopus.png/revision/latest?cb=20200703073226
Northern Hemisphere|||[3, 4, 5, 9, 10, 11]|Umbrella Octopus|?|Medium|All Day|Deep Sea Creature|342||https://vignette.wikia.nocookie.net/animalcrossing/images/f/f5/NH-Icon-umbrellaoctopus.png/revision/latest?cb=20200703073735
Northern Hemisphere|||[5, 6, 7, 8]|Vampire Squid|10000|?|4pm - 9am|Deep Sea Creature|343||https://vignette.wikia.nocookie.net/animalcrossing/images/1/13/NH-Icon-vampiresquid.png/revision/latest?cb=20200703073755
Northern Hemisphere|||[3, 4, 5, 6]|Firefly Squid|?|?|9pm - 4am|Deep Sea Creature|344||https://vignette.wikia.nocookie.net/animalcrossing/images/8/85/NH-Icon-fireflysquid.png/revision/latest?cb=20200703074330
Northern Hemisphere|||[6, 7, 8, 9, 10, 11]|Gazami Crab|2200|Large|All Day|Deep Sea Creature|345||https://vignette.wikia.nocookie.net/animalcrossing/images/5/52/NH-Icon-gazamicrab.png/revision/latest?cb=20200703073714
Northern Hemisphere|||[1, 2, 3, 4, 5, 11, 12]|Dungeness Crab|?|?|All Day|Deep Sea Creature|346||https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/NH-Icon-dungenesscrab.png/revision/latest?cb=20200703073838
Northern Hemisphere|||[1, 2, 3, 4, 11, 12]|Snow Crab|6000|?|All Day|Deep Sea Creature|347||https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Icon-snowcrab.png/revision/latest?cb=20200703073707
Northern Hemisphere|||[1, 2, 3, 11, 12]|Red king crab|8000|Large|All Day|Deep Sea Creature|348||https://vignette.wikia.nocookie.net/animalcrossing/images/a/ae/NH-Icon-redkingcrab.png/revision/latest?cb=20200703073941
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Acorn Barnacle|600|Small|All Day|Deep Sea Creature|349||https://vignette.wikia.nocookie.net/animalcrossing/images/e/e3/NH-Icon-acornbarnacle.png/revision/latest?cb=20200703073745
Northern Hemisphere|||[3, 4]|Spider crab|?|Large|All Day|Deep Sea Creature|350||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Icon-spidercrab.png/revision/latest?cb=20200703073641
Northern Hemisphere|||[6, 7, 8, 9]|Tiger Prawn|3000|?|4pm - 9am|Deep Sea Creature|351||https://vignette.wikia.nocookie.net/animalcrossing/images/c/c7/NH-Icon-tigerprawn.png/revision/latest?cb=20200703073805
Northern Hemisphere|||[1, 2, 9, 10, 11, 12]|Sweet shrimp|?|?|4 pm - 9 am|Deep Sea Creature|352||https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/NH-Icon-sweetshrimp.png/revision/latest?cb=20200703073215
Northern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Mantis Shrimp|2500|Big|4pm - 9am|Deep Sea Creature|353||https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/NH-Icon-mantisshrimp.png/revision/latest?cb=20200703073828
Northern Hemisphere|||[10, 11, 12]|Spiny lobster|?|?|9 pm - 4 am|Deep Sea Creature|354||https://vignette.wikia.nocookie.net/animalcrossing/images/7/72/NH-Icon-spinylobster.png/revision/latest?cb=20200703073647
Northern Hemisphere|||[1, 2, 3, 4, 5, 8, 12]|Lobster|4500|Large|All Day|Deep Sea Creature|355||https://vignette.wikia.nocookie.net/animalcrossing/images/b/bc/NH-Icon-lobster.png/revision/latest?cb=20200703073654
Northern Hemisphere|||[7, 8, 9, 10]|Giant isopod|12000|Large|9am - 4pm & 9pm - 4am|Deep Sea Creature|356||https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/NH-Icon-giantisopod.png/revision/latest?cb=20200703073911
Northern Hemisphere|||[7, 8, 9]|Horseshoe Crab|2500|?|9pm - 4am|Deep Sea Creature|357||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/NH-Icon-horseshoecrab.png/revision/latest?cb=20200703073923
Northern Hemisphere|||[4, 5, 6, 7, 8]|Sea Pineapple|1500|Medium|All Day|Deep Sea Creature|358||https://vignette.wikia.nocookie.net/animalcrossing/images/7/79/NH-Icon-seapineapple.png/revision/latest?cb=20200703073932
Northern Hemisphere|||[5, 6, 7, 8, 9, 10]|Spotted garden eel|1100|Small|4am - 9pm|Deep Sea Creature|359||https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/NH-Icon-spottedgardeneel.png/revision/latest?cb=20200703073947
Northern Hemisphere|||[8, 9]|Flatworm|700|Small|4pm - 9am|Deep Sea Creature|360||https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/NH-Icon-flatworm.png/revision/latest?cb=20200703073720
Northern Hemisphere|||[1, 2, 10, 11, 12]|Venus Flower Basket|5000|Large|All Day|Deep Sea Creature|361||https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-venusflowerbasket.png/revision/latest?cb=20200703073727
Southern Hemisphere|||[1, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Seaweed|600|Large|All Day|Deep Sea Creature|362||https://vignette.wikia.nocookie.net/animalcrossing/images/8/82/NH-Icon-seaweed.png/revision/latest/scale-to-width-down/64?cb=20200703072917
Southern Hemisphere|||[1, 2, 3, 12]|Sea grapes|900|Medium|All Day|Deep Sea Creature|363||https://vignette.wikia.nocookie.net/animalcrossing/images/5/51/NH-Icon-seagrapes.png/revision/latest?cb=20200703072938
Southern Hemisphere|||[5, 6, 7, 8, 9, 10]|Sea cucumber|500|Medium|All Day|Deep Sea Creature|364||https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Icon-seacucumber.png/revision/latest?cb=20200703072949
Southern Hemisphere|||[5, 6, 7, 8]|Sea Pig|8000|Medium|4 pm - 9 am|Deep Sea Creature|365||https://vignette.wikia.nocookie.net/animalcrossing/images/3/39/NH-Icon-seapig.png/revision/latest?cb=20200703072957
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Sea star|500|Medium|All Day|Deep Sea Creature|366||https://vignette.wikia.nocookie.net/animalcrossing/images/9/92/NH-Icon-seastar.png/revision/latest?cb=20200703073005
Southern Hemisphere|||[1, 2, 3, 11, 12]|Sea urchin|1700|Medium|All Day|Deep Sea Creature|367||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d6/NH-Icon-seaurchin.png/revision/latest?cb=20200703073015
Southern Hemisphere|||[1, 2, 3, 11, 12]|Slate Pencil Urchin|2000|Large|4 pm - 9 am|Deep Sea Creature|368||https://vignette.wikia.nocookie.net/animalcrossing/images/c/cd/NH-Icon-slatepencilurchin.png/revision/latest?cb=20200703073024
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Sea anemone|500|Large|All Day|Deep Sea Creature|369||https://vignette.wikia.nocookie.net/animalcrossing/images/b/b4/NH-Icon-seaanemone.png/revision/latest?cb=20200703073043
